;; Original version courtesy of University of Pittsburgh opin@cs.pitts.edu
;; released under GNU LESSER GENERAL PUBLIC LICENSE
;; Version 2.1, February 1999
;; remove this license header to use in Sigma (http://sigmakee.sourceforge.net)

"type","word","POS","stemmed","polarity",,
"strong","detriment","noun","n","negative",,
"strong","detrimental","adj","n","negative",,
"strong","devastate","anypos","y","negative",,
"strong","devastated","anypos","n","negative",,
"strong","devastating","anypos","n","negative",,
"strong","devastatingly","anypos","n","negative",,
"weak","devastation","noun","n","negative",,
"weak","deviate","adj","n","negative",,
"weak","deviate","noun","n","negative",,
"weak","deviate","verb","y","negative",,
"weak","deviation","noun","n","negative",,
"strong","devil","noun","n","negative",,
"strong","devilish","adj","n","negative",,
"strong","devilishly","anypos","n","negative",,
"strong","devilment","noun","n","negative",,
"strong","devilry","noun","n","negative",,
"strong","devious","anypos","n","negative",,
"strong","deviously","anypos","n","negative",,
"strong","deviousness","noun","n","negative",,
"strong","devoid","adj","n","negative",,
"strong","devote","verb","y","positive",,
"strong","devoted","adj","n","positive",,
"strong","devotee","noun","n","positive",,
"strong","devotion","noun","n","positive",,
"weak","devout","adj","n","positive",,
"weak","dexterity","noun","n","positive",,
"strong","dexterous","adj","n","positive",,
"strong","dexterously","adverb","n","positive",,
"strong","dextrous","adj","n","positive",,
"strong","diabolic","adj","n","negative",,
"strong","diabolical","adj","n","negative",,
"strong","diabolically","adverb","n","negative",,
"strong","diametrically","adverb","n","negative",,
"strong","diatribe","anypos","n","negative",,
"strong","diatribes","anypos","n","negative",,
"weak","dictator","noun","n","negative",,
"weak","dictatorial","adj","n","negative",,
"weak","differ","verb","y","negative",,
"weak","difference","adj","n","neutral",,
"weak","difference","noun","n","neutral",,
"weak","difficult","adj","n","negative",,
"weak","difficulties","adj","n","negative",,
"weak","difficulties","noun","n","negative",,
"strong","difficulty","adj","n","negative",,
"strong","difficulty","noun","n","negative",,
"strong","diffidence","adj","n","negative",,
"strong","diffidence","noun","n","negative",,
"weak","dig","noun","n","negative",,
"weak","dig","verb","y","positive",,
"strong","dignified","adj","n","positive",,
"weak","dignify","verb","y","positive",,
"strong","dignity","noun","n","positive",,
"strong","digress","verb","y","negative",,
"strong","dilapidated","adj","n","negative",,
"weak","dilemma","adj","n","negative",,
"weak","dilemma","noun","n","negative",,
"weak","diligence","noun","n","positive",,
"weak","diligent","adj","n","positive",,
"weak","diligently","adverb","n","positive",,
"strong","dilly-dally","verb","y","negative",,
"strong","dim","adj","n","negative",,
"weak","dim","anypos","y","negative",,
"weak","diminish","verb","y","negative",,
"weak","diminishing","adj","n","negative",,
"weak","din","noun","n","negative",,
"weak","dinky","adj","n","negative",,
"weak","diplomacy","adj","n","neutral",,
"weak","diplomacy","noun","n","neutral",,
"weak","diplomatic","adj","n","positive",,
"weak","diplomatic","noun","n","positive",,
"strong","dire","adj","n","negative",,
"weak","direct","adj","n","neutral",,
"strong","direly","anypos","n","negative",,
"strong","direness","noun","n","negative",,
"weak","dirt","noun","n","negative",,
"weak","dirty","adj","n","negative",,
"weak","dirty","anypos","y","negative",,
"weak","disable","verb","y","negative",,
"weak","disabled","adj","n","negative",,
"strong","disaccord","noun","n","negative",,
"strong","disadvantage","noun","n","negative",,
"weak","disadvantaged","adj","n","negative",,
"strong","disadvantageous","adj","n","negative",,
"strong","disadvantageous","noun","n","negative",,
"strong","disaffect","verb","y","negative",,
"strong","disaffected","adj","n","negative",,
"strong","disaffirm","verb","y","negative",,
"strong","disagree","verb","y","negative",,
"strong","disagreeable","anypos","y","negative",,
"strong","disagreeably","anypos","y","negative",,
"strong","disagreement","adj","n","negative",,
"strong","disagreement","noun","n","negative",,
"strong","disallow","verb","y","negative",,
"strong","disappoint","verb","y","negative",,
"strong","disappointed","adj","n","negative",,
"strong","disappointing","anypos","n","negative",,
"strong","disappointingly","anypos","y","negative",,
"strong","disappointment","adj","n","negative",,
"strong","disappointment","noun","n","negative",,
"strong","disapprobation","noun","n","negative",,
"strong","disapproval","adj","n","negative",,
"strong","disapproval","noun","n","negative",,
"strong","disapprove","anypos","y","negative",,
"strong","disapproving","anypos","n","negative",,
"weak","disarm","verb","y","negative",,
"strong","disarray","adj","n","negative",,
"strong","disarray","noun","n","negative",,
"strong","disaster","noun","n","negative",,
"strong","disastrous","adj","n","negative",,
"strong","disastrously","anypos","n","negative",,
"strong","disavow","verb","y","negative",,
"strong","disavowal","noun","n","negative",,
"strong","disbelief","noun","n","negative",,
"strong","disbelieve","verb","y","negative",,
"strong","disbeliever","noun","n","negative",,
"strong","discern","verb","y","neutral",,
"strong","discerning","anypos","n","positive",,
"strong","disclaim","verb","y","negative",,
"strong","discombobulate","verb","y","negative",,
"strong","discomfit","verb","y","negative",,
"strong","discomfititure","noun","n","negative",,
"weak","discomfort","noun","n","negative",,
"weak","discompose","verb","y","negative",,
"strong","disconcert","verb","y","negative",,
"strong","disconcerted","adj","n","negative",,
"strong","disconcerting","anypos","n","negative",,
"strong","disconcertingly","anypos","n","negative",,
"strong","disconsolate","adj","n","negative",,
"strong","disconsolately","adverb","n","negative",,
"strong","disconsolation","noun","n","negative",,
"strong","discontent","adj","n","negative",,
"strong","discontent","noun","n","negative",,
"strong","discontented","adj","n","negative",,
"strong","discontentedly","adverb","n","negative",,
"strong","discontinuity","adj","n","negative",,
"strong","discontinuity","noun","n","negative",,
"strong","discord","noun","n","negative",,
"strong","discordance","noun","n","negative",,
"strong","discordant","adj","n","negative",,
"strong","discountenance","noun","n","negative",,
"strong","discourage","verb","y","negative",,
"strong","discouragement","noun","n","negative",,
"strong","discouraging","anypos","n","negative",,
"strong","discouragingly","anypos","n","negative",,
"strong","discourteous","adj","n","negative",,
"strong","discourteously","adj","n","negative",,
"strong","discredit","verb","y","negative",,
"weak","discreet","adj","n","positive",,
"weak","discreet","noun","n","positive",,
"weak","discrepant","adj","n","negative",,
"weak","discretion","noun","n","positive",,
"weak","discriminate","verb","y","negative",,
"weak","discriminating","adj","n","positive",,
"weak","discriminatingly","adverb","n","positive",,
"weak","discrimination","adj","n","negative",,
"weak","discrimination","noun","n","negative",,
"strong","discriminatory","adj","n","negative",,
"strong","disdain","noun","n","negative",,
"strong","disdain","verb","y","negative",,
"strong","disdainful","anypos","n","negative",,
"strong","disdainfully","anypos","n","negative",,
"weak","disease","noun","n","negative",,
"weak","diseased","adj","n","negative",,
"strong","disfavor","verb","y","negative",,
"strong","disgrace","noun","n","negative",,
"strong","disgrace","verb","y","negative",,
"strong","disgraced","adj","n","negative",,
"strong","disgraceful","anypos","n","negative",,
"strong","disgracefully","anypos","n","negative",,
"strong","disgruntle","verb","y","negative",,
"strong","disgruntled","adj","n","negative",,
"strong","disgust","noun","n","negative",,
"strong","disgust","verb","y","negative",,
"strong","disgusted","adj","n","negative",,
"strong","disgustedly","anypos","n","negative",,
"strong","disgustful","adj","n","negative",,
"strong","disgustfully","anypos","n","negative",,
"strong","disgusting","anypos","n","negative",,
"strong","disgustingly","anypos","n","negative",,
"strong","dishearten","verb","y","negative",,
"strong","disheartening","anypos","n","negative",,
"strong","dishearteningly","anypos","n","negative",,
"strong","dishonest","adj","n","negative",,
"strong","dishonest","noun","n","negative",,
"strong","dishonestly","anypos","n","negative",,
"strong","dishonesty","noun","n","negative",,
"strong","dishonor","noun","n","negative",,
"strong","dishonor","verb","y","negative",,
"strong","dishonorable","adj","n","negative",,
"strong","dishonorablely","adverb","n","negative",,
"strong","disillusion","noun","n","negative",,
"strong","disillusion","verb","y","negative",,
"strong","disillusioned","adj","n","negative",,
"strong","disinclination","noun","n","negative",,
"strong","disinclined","anypos","n","negative",,
"strong","disingenuous","adj","n","negative",,
"strong","disingenuously","adverb","n","negative",,
"weak","disintegrate","verb","y","negative",,
"weak","disinterested","adj","n","negative",,
"weak","disintegration","noun","n","negative",,
"strong","disinterest","noun","n","negative",,
"strong","disinterested","adj","n","negative",,
"strong","dislike","verb","y","negative",,
"weak","dislocated","adj","n","negative",,
"strong","disloyal","adj","n","negative",,
"strong","disloyal","noun","n","negative",,
"strong","disloyalty","anypos","n","negative",,
"strong","dismal","adj","n","negative",,
"strong","dismally","anypos","n","negative",,
"strong","dismalness","noun","n","negative",,
"strong","dismay","noun","n","negative",,
"strong","dismay","verb","y","negative",,
"strong","dismayed","adj","n","negative",,
"strong","dismaying","anypos","n","negative",,
"strong","dismayingly","anypos","n","negative",,
"strong","dismissive","adj","n","negative",,
"strong","dismissive","noun","n","negative",,
"strong","dismissively","anypos","n","negative",,
"strong","disobedience","noun","n","negative",,
"strong","disobedient","adj","n","negative",,
"strong","disobey","verb","y","negative",,
"strong","disown","verb","y","negative",,
"weak","disorder","noun","n","negative",,
"weak","disorder","verb","y","negative",,
"weak","disordered","adj","n","negative",,
"weak","disorderly","adj","n","negative",,
"strong","disorganized","adj","n","negative",,
"strong","disorient","verb","y","negative",,
"strong","disoriented","adj","n","negative",,
"strong","disown","verb","y","negative",,
"strong","disparage","verb","y","negative",,
"strong","disparaging","adj","n","negative",,
"strong","disparagingly","anypos","n","negative",,
"weak","dispensable","adj","n","negative",,
"strong","dispirit","verb","y","negative",,
"strong","dispirited","adj","n","negative",,
"strong","dispiritedly","adverb","n","negative",,
"strong","dispiriting","anypos","y","negative",,
"weak","displace","verb","y","negative",,
"weak","displaced","adj","n","negative",,
"strong","displease","verb","y","negative",,
"strong","displeasing","adj","n","negative",,
"strong","displeasure","adj","n","negative",,
"strong","displeasure","noun","n","negative",,
"strong","disposition","noun","n","neutral",,
"weak","disproportionate","adj","n","negative",,
"strong","disprove","verb","y","negative",,
"strong","disputable","anypos","n","negative",,
"strong","dispute","noun","n","negative",,
"strong","dispute","verb","y","negative",,
"strong","disputed","adj","n","negative",,
"strong","disquiet","verb","y","negative",,
"strong","disquieting","anypos","n","negative",,
"strong","disquietingly","anypos","n","negative",,
"strong","disquietude","noun","n","negative",,
"strong","disregard","adj","n","negative",,
"strong","disregard","noun","n","negative",,
"strong","disregardful","adj","n","negative",,
"strong","disreputable","adj","n","negative",,
"strong","disrepute","noun","n","negative",,
